DOI,publisher,is-referenced-by-count,container-title,subject
10.1080/04419057.2013.782561,Informa UK Limited,5,World Leisure Journal,"Tourism, Leisure and Hospitality Management;Cultural Studies;Social Psychology"
10.1186/s40814-016-0063-1,Springer Nature,6,Pilot and Feasibility Studies,
10.5626/JCSE.2013.7.3.204,Korean Institute of Information Scientists and Engineers,3,Journal of Computing Science and Engineering,
10.1503/cmaj.130523,Joule Inc.,3,Canadian Medical Association Journal,General Medicine
10.1155/2015/872726,Hindawi Limited,5,Journal of Aging Research,
10.7155/jgaa.00375,Journal of Graph Algorithms and Applications,3,Journal of Graph Algorithms and Applications,
10.1016/j.dib.2016.02.066,Elsevier BV,7,Data in Brief,Multidisciplinary
10.1310/sci2104-282,Thomas Land Publishers,6,Topics in Spinal Cord Injury Rehabilitation,
10.1007/s40435-014-0133-2,Springer Science and Business Media LLC,2,International Journal of Dynamics and Control,Control and Systems Engineering;Mechanical Engineering;Modelling and Simulation;Electrical and Electronic Engineering;Control and Optimization;Civil and Structural Engineering
10.1007/s12108-014-9250-9,Springer Nature,1,The American Sociologist,Social Sciences (miscellaneous);Sociology and Political Science
10.1007/s40722-015-0040-4,Springer Science and Business Media LLC,5,Journal of Ocean Engineering and Marine Energy,
10.1521/soco.2015.33.4.284,Guilford Publications,4,Social Cognition,
10.1080/14927713.2015.1086582,Informa UK Limited,4,Leisure/Loisir,
10.3389/fnhum.2016.00592,Frontiers Media SA,6,Frontiers in Human Neuroscience,
10.1007/s40870-016-0045-7,Springer Science and Business Media LLC,5,Journal of Dynamic Behavior of Materials,
10.1002/j.2168-0159.2013.tb06192.x,Wiley,4,SID Symposium Digest of Technical Papers,
10.1239/jap/1402578634,Cambridge University Press (CUP),5,Journal of Applied Probability,"Statistics, Probability and Uncertainty;Statistics and Probability;General Mathematics"
10.7567/APEX.9.115501,Japan Society of Applied Physics,6,Applied Physics Express,
10.1016/j.ifacol.2016.10.511,Elsevier BV,3,IFAC-PapersOnLine,
10.4103/0970-0218.193337,Medknow,2,Indian Journal of Community Medicine,
10.1080/16864360.2015.1033334,"CAD Solutions, LLC",3,Computer-Aided Design and Applications,
10.1109/MNET.2016.7579027,Institute of Electrical and Electronics Engineers (IEEE),4,IEEE Network,
10.1177/1943862113482980,SAGE Publications,3,Music and Medicine,
10.1080/00224065.2014.11917965,Informa UK Limited,3,Journal of Quality Technology,
10.1016/j.sbsr.2016.05.004,Elsevier BV,7,Sensing and Bio-Sensing Research,
10.2528/PIERB15012807,EMW Publishing,3,Progress In Electromagnetics Research B,
10.1016/j.optom.2014.12.003,Elsevier BV,6,Journal of Optometry,
10.1080/21551197.2014.927304,Informa UK Limited,5,Journal of Nutrition in Gerontology and Geriatrics,
10.22621/cfn.v128i3.1604,Ottawa Field-Naturalists' Club,5,The Canadian Field-Naturalist,
10.1255/jnirs.1056,SAGE Publications,3,Journal of Near Infrared Spectroscopy,Spectroscopy
10.1090/S0025-5718-2012-02636-6,American Mathematical Society (AMS),2,Mathematics of Computation,Algebra and Number Theory;Applied Mathematics;Computational Mathematics
10.1090/S0025-5718-2012-02532-4,American Mathematical Society (AMS),2,Mathematics of Computation,Algebra and Number Theory;Applied Mathematics;Computational Mathematics
10.3389/fpsyg.2014.00325,Frontiers Media SA,4,Frontiers in Psychology,
10.1038/ncomms4853,Springer Science and Business Media LLC,9,Nature Communications,"General Biochemistry, Genetics and Molecular Biology;General Physics and Astronomy;General Chemistry"
10.1016/j.cptl.2013.07.008,Elsevier BV,3,Currents in Pharmacy Teaching and Learning,
10.1002/masy.201300031,Wiley,4,Macromolecular Symposia,
10.1504/IJVAS.2015.070731,Inderscience Publishers,3,International Journal of Vehicle Autonomous Systems,
10.1186/s12911-015-0179-x,Springer Nature,5,BMC Medical Informatics and Decision Making,Health Policy;Health Informatics
10.1177/0840470415581230,SAGE Publications,4,Healthcare Management Forum,Health Policy
10.1111/apv.12113,Wiley,5,Asia Pacific Viewpoint,
10.2528/PIERB16012101,EMW Publishing,4,Progress In Electromagnetics Research B,
10.1186/s40814-015-0016-0,Springer Nature,3,Pilot and Feasibility Studies,
10.1590/S1413-41520201600100127676,FapUNIFESP (SciELO),5,Engenharia Sanitaria e Ambiental,
10.1016/j.visres.2014.11.004,Elsevier BV,3,Vision Research,
10.1590/0102-311XPE010215,FapUNIFESP (SciELO),3,Cadernos de Saúde Pública,
10.14359/51688070,American Concrete Institute,1,ACI Materials Journal,
10.17269/CJPH.106.4795,Springer Nature,3,Canadian Journal of Public Health,
10.17269/CJPH.106.5053,Springer Nature,3,Canadian Journal of Public Health,
10.1039/C6SM01924B,Royal Society of Chemistry (RSC),5,Soft Matter,
10.1039/C6RA19924K,Royal Society of Chemistry (RSC),5,RSC Advances,
10.1007/s40870-015-0027-1,Springer Science and Business Media LLC,4,Journal of Dynamic Behavior of Materials,
10.17323/1996-7845-2015-02-39,"National Research University, Higher School of Economics (HSE)",3,International Organisations Research Journal,
10.1007/s11367-014-0778-2,Springer Science and Business Media LLC,5,The International Journal of Life Cycle Assessment,General Environmental Science
10.1016/j.pmedr.2016.08.015,Elsevier BV,4,Preventive Medicine Reports,"Public Health, Environmental and Occupational Health;Health Informatics"
10.1016/j.ifacol.2015.11.144,Elsevier BV,0,IFAC-PapersOnLine,
10.1109/MIC.2016.109,Institute of Electrical and Electronics Engineers (IEEE),1,IEEE Internet Computing,Computer Networks and Communications
10.1007/JHEP09(2016)066,Springer Nature,1,Journal of High Energy Physics,
10.1016/j.shpsb.2016.08.003,Elsevier BV,4,Studies in History and Philosophy of Science Part B: Studies in History and Philosophy of Modern Physics,
10.1016/j.ifacol.2016.09.044,Elsevier BV,3,IFAC-PapersOnLine,
10.1162/POSC_a_00225,MIT Press - Journals,1,Perspectives on Science,
10.1080/19390459.2014.915131,Informa UK Limited,4,Journal of Natural Resources Policy Research,
10.4212/cjhp.v67i5.1388,Canadian Society of Hospital Pharmacists (CSHP),0,The Canadian Journal of Hospital Pharmacy,
10.1177/1715163515579221,SAGE Publications,5,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1504/IJMMNO.2014.065404,Inderscience Publishers,1,International Journal of Mathematical Modelling and Numerical Optimisation,
10.1155/2015/570410,Hindawi Limited,3,Journal of Aging Research,
10.1002/wics.1331,Wiley,3,Wiley Interdisciplinary Reviews: Computational Statistics,
10.5408/13-046.1,Informa UK Limited,4,Journal of Geoscience Education,
10.2528/PIERC12111801,EMW Publishing,1,Progress In Electromagnetics Research C,
10.1037/a0031673,American Psychological Association (APA),2,"Journal of Experimental Psychology: Learning, Memory, and Cognition",
10.1177/1715163512472868,SAGE Publications,0,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.26522/ssj.v7i1.1051,Brock University Library,3,Studies in Social Justice,Sociology and Political Science;Law;Gender Studies
10.1177/084456211304500104,SAGE Publications,0,Canadian Journal of Nursing Research,
10.18666/jlr-2013-v45-i5-4366,Informa UK Limited,3,Journal of Leisure Research,
10.2753/IMO0020-8825430404,Informa UK Limited,3,International Studies of Management & Organization,
10.1504/IJVSMT.2014.059155,Inderscience Publishers,2,International Journal of Vehicle Systems Modelling and Testing,
10.5267/j.ijiec.2013.11.006,Growing Science,3,international journal of industrial engineering computations,
10.12688/f1000research.2-5.v2,F1000 ( Faculty of 1000 Ltd),4,F1000Research,
10.2528/PIERC13070502,EMW Publishing,4,Progress In Electromagnetics Research C,
10.1088/1367-2630/16/6/063045,IOP Publishing,3,New Journal of Physics,
10.1142/S0218195916600050,World Scientific Pub Co Pte Lt,1,International Journal of Computational Geometry & Applications,Theoretical Computer Science;Computational Theory and Mathematics;Geometry and Topology;Applied Mathematics;Computational Mathematics
10.1016/j.jnucmat.2015.03.007,Elsevier BV,4,Journal of Nuclear Materials,
10.5623/cig2015-203,Canadian Science Publishing,2,GEOMATICA,
10.3389/fpsyg.2015.01784,Frontiers Media SA,1,Frontiers in Psychology,
10.1016/j.dib.2015.11.033,Elsevier BV,3,Data in Brief,
10.1080/00224065.2016.11918151,Informa UK Limited,2,Journal of Quality Technology,
10.1109/MIC.2016.2,Institute of Electrical and Electronics Engineers (IEEE),2,IEEE Internet Computing,
10.17269/CJPH.107.5632,Springer Nature,2,Canadian Journal of Public Health,
10.21314/JCF.2016.209,Infopro Digital Services Ltd,3,The Journal of Computational Finance,
10.17269/CJPH.107.5199,Springer Nature,2,Canadian Journal of Public Health,
10.1080/04419057.2012.720586,Informa UK Limited,4,World Leisure Journal,"Tourism, Leisure and Hospitality Management;Cultural Studies;Social Psychology"
10.1016/j.bbrep.2015.08.014,Elsevier BV,1,Biochemistry and Biophysics Reports,
10.1097/IJG.0000000000000122,Ovid Technologies (Wolters Kluwer Health),3,Journal of Glaucoma,
10.1093/jwelb/jwu033,Oxford University Press (OUP),2,The Journal of World Energy Law & Business,
10.1186/s12858-014-0029-y,Springer Nature,1,BMC Biochemistry,Biochemistry;Molecular Biology
10.1515/plm-2015-0025,Walter de Gruyter GmbH,2,Photonics & Lasers in Medicine,
10.1080/07011784.2014.914793,Informa UK Limited,2,Canadian Water Resources Journal / Revue canadienne des ressources hydriques,
10.1214/14-EJS920REJ,Institute of Mathematical Statistics,2,Electronic Journal of Statistics,
10.1080/14927713.2015.1086585,Informa UK Limited,6,Leisure/Loisir,
10.1080/16078055.2014.903724,Informa UK Limited,3,World Leisure Journal,
10.1016/j.spl.2015.11.016,Elsevier BV,3,Statistics & Probability Letters,
10.1016/j.jcjo.2015.04.007,Elsevier BV,2,Canadian Journal of Ophthalmology,
10.1007/978-1-4899-7442-6_6,Springer US,3,Hidden Markov Models in Finance;International Series in Operations Research & Management Science,
10.1504/IJVP.2014.069107,Inderscience Publishers,2,International Journal of Vehicle Performance,
10.1186/s40900-016-0043-x,Springer Nature,2,Research Involvement and Engagement,
10.18584/iipj.2015.6.4.3,"University of Western Ontario, Western Libraries",3,International Indigenous Policy Journal,
10.1016/j.jocrd.2016.08.006,Elsevier BV,2,Journal of Obsessive-Compulsive and Related Disorders,
10.1504/IJVAS.2016.078763,Inderscience Publishers,2,International Journal of Vehicle Autonomous Systems,
10.1177/1715163516671747,SAGE Publications,3,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1088/0264-9381/33/23/235017,IOP Publishing,2,Classical and Quantum Gravity,
10.1016/j.ifacol.2016.07.246,Elsevier BV,2,IFAC-PapersOnLine,
10.1016/j.ifacol.2016.07.234,Elsevier BV,2,IFAC-PapersOnLine,
10.1016/j.ifacol.2016.07.381,Elsevier BV,0,IFAC-PapersOnLine,
10.4212/cjhp.v67i5.1389,Canadian Society of Hospital Pharmacists (CSHP),0,The Canadian Journal of Hospital Pharmacy,
10.1371/journal.pone.0115218,Public Library of Science (PLoS),1,PLOS ONE,
10.1007/978-3-642-40017-9_9,Springer Berlin Heidelberg,1,Intelligent Systems Reference Library;Machine Learning in Healthcare Informatics,
10.1177/1715163515578146,SAGE Publications,1,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1177/1715163515577616,SAGE Publications,2,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1353/his.2015.0007,Project Muse,1,Histoire sociale/Social history,
10.1086/675587,University of Chicago Press,1,Tax Policy and the Economy,
10.1504/IJMMNO.2014.065405,Inderscience Publishers,1,International Journal of Mathematical Modelling and Numerical Optimisation,
10.1002/wcc.329,Wiley,2,Wiley Interdisciplinary Reviews: Climate Change,
10.12688/f1000research.6003.2,F1000 ( Faculty of 1000 Ltd),2,F1000Research,
10.1080/13606719.2014.895127,Informa UK Limited,2,Managing Leisure,"Tourism, Leisure and Hospitality Management"
10.1504/IJAOM.2014.066828,Inderscience Publishers,2,International Journal of Advanced Operations Management,
10.1007/978-3-319-13075-0_43,Springer International Publishing,1,Algorithms and Computation;Lecture Notes in Computer Science,
10.1080/16258312.2013.11517317,Informa UK Limited,1,Supply Chain Forum: An International Journal,
10.1007/978-3-319-13075-0_45,Springer International Publishing,1,Algorithms and Computation;Lecture Notes in Computer Science,
10.1002/esp.3334,Wiley,3,Earth Surface Processes and Landforms,"Earth-Surface Processes;Earth and Planetary Sciences (miscellaneous);Geography, Planning and Development"
10.2190/TW.43.2.d,SAGE Publications,2,Journal of Technical Writing and Communication,
10.1162/JINH_a_00463,MIT Press - Journals,2,Journal of Interdisciplinary History,
10.1080/21551197.2013.840257,Informa UK Limited,2,Journal of Nutrition in Gerontology and Geriatrics,Nutrition and Dietetics;Geriatrics and Gerontology
10.1017/S0269888913000283,Cambridge University Press (CUP),0,The Knowledge Engineering Review,Software;Artificial Intelligence
10.2753/IMO0020-8825430401,Informa UK Limited,3,International Studies of Management & Organization,
10.3727/109830414X13911221027489,"Cognizant, LLC",0,Tourism Culture & Communication,
10.1175/JAS-D-13-0176.1,American Meteorological Society,2,Journal of the Atmospheric Sciences,
10.1109/CC.2014.6821307,Institute of Electrical and Electronics Engineers (IEEE),2,China Communications,
10.1177/1715163514529706,SAGE Publications,5,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1177/1715163513504529,SAGE Publications,1,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1186/2055-5784-1-2,Springer Nature,1,Pilot and Feasibility Studies,
10.1007/978-3-319-18479-1_12,Springer International Publishing,2,"Studies in Applied Philosophy, Epistemology and Rational Ethics;Philosophy and Cognitive Science II",
10.2305/IUCN.CH.2016.PARKS-22-1BPS.en,IUCN,2,PARKS,
10.1016/j.tej.2014.02.005,Elsevier BV,2,The Electricity Journal,
10.1515/jbcpp-2014-0114,Walter de Gruyter GmbH,2,Journal of Basic and Clinical Physiology and Pharmacology,
10.18637/jss.v069.i04,Foundation for Open Access Statistic,1,Journal of Statistical Software,
10.1016/j.dib.2016.03.009,Elsevier BV,2,Data in Brief,Multidisciplinary
10.1093/her/cyv063,Oxford University Press (OUP),2,Health Education Research,
10.1007/s40093-016-0126-6,Springer Nature,1,International Journal of Recycling of Organic Waste in Agriculture,
10.1007/s11661-016-3527-2,Springer Science and Business Media LLC,1,Metallurgical and Materials Transactions A,Mechanics of Materials;Condensed Matter Physics;Metals and Alloys
10.4212/cjhp.v68i6.1503,Canadian Society of Hospital Pharmacists (CSHP),0,The Canadian Journal of Hospital Pharmacy,
10.1177/1715163516651630,SAGE Publications,1,Canadian Pharmacists Journal / Revue des Pharmaciens du Canada,
10.1163/18786561-00504002,Brill,1,Climate Law,"Renewable Energy, Sustainability and the Environment;General Environmental Science"
10.1017/idm.2015.2,Cambridge University Press (CUP),3,International Journal of Disability Management,Organizational Behavior and Human Resource Management;Health(social science)
10.4088/PCC.15m01784,"Physicians Postgraduate Press, Inc",0,The Primary Care Companion For CNS Disorders,
10.1016/j.pmedr.2015.09.017,Elsevier BV,2,Preventive Medicine Reports,
10.1080/16864360.2014.914375,"CAD Solutions, LLC",2,Computer-Aided Design and Applications,
